,date,favorite_count,keyword,location,text,user,object_of_sentiment,salience,magnitude,sentiment_score,person
111,Mon Jul 15 10:31:25 +0000 2019,0,tsipras,Thessaloniki,"RT @MAROOZx: @Tsipras_int2 No no no Alexis!!! You should go for president of America... planitarch, you know?",redbug76,Alexis,0.146779329,0.200000003,0.200000003,Tsipras
112,Mon Jul 15 10:26:57 +0000 2019,14,tsipras,Thessaloniki,"@Tsipras_int2 No no no Alexis!!! You should go for president of America... planitarch, you know?",MAROOZx,Alexis,0.239371881,0.200000003,0.200000003,Tsipras
113,Sun Jul 14 19:24:24 +0000 2019,0,tsipras,Thessaloniki,RT @MakeGreeceGreat: Night of the Long Knives: Boris May Purge Remainers from Cabinet. #Greece under #Tsipras missed the #GRexit opportunit,PTampouras,Tsipras,0.042286031,0,0,Tsipras
114,Sun Jul 14 17:54:44 +0000 2019,1,tsipras,Thessaloniki,Night of the Long Knives: Boris May Purge Remainers from Cabinet. #Greece under #Tsipras missed the #GRexit opportu https://t.co/bc8vbwLjHo,MakeGreeceGreat,Tsipras,0.022562487,0,0,Tsipras
115,Sat Jul 13 18:35:01 +0000 2019,7,tsipras,Thessaloniki,@Tsipras_int2 Sit high and watch ...,spyrakos01,,,,,
116,Sat Jul 13 18:06:49 +0000 2019,17,tsipras,Thessaloniki,@Tsipras_int2 I didn't have you for matakia ex prothipourg..!,MAROOZx,,,,,
117,Sun Jul 21 12:48:16 +0000 2019,0,tsipras,Europe,"RT @JeremyCliffe: Greece goes to the polls on Sunday. In my @TheEconomist column this week I profile Kyriakos Mitsotakis, the man almost ce",Mohamma91056909,,,,,
118,Sun Jul 21 10:50:35 +0000 2019,0,tsipras,Europe,"Tsipras taunts Mitsotakis for not canceling the Prespa treaty - https://t.co/ruCUsdgb4K 

#Macedonia https://t.co/VfwC9eFpBK",RepublikaEng,Mitsotakis,0.238118127,0.400000006,-0.400000006,
119,Sun Jul 21 07:40:19 +0000 2019,0,tsipras,Europe,RT @mowords: Extreme far-right party loses every seat in Greek parliament as opposition claims landslide victory https://t.co/6W5AsC747H,iddesleigh,,,,,
120,Sat Jul 20 15:59:26 +0000 2019,30,tsipras,Europe,Extreme far-right party loses every seat in Greek parliament as opposition claims landslide victory https://t.co/6W5AsC747H,mowords,,,,,
121,Sat Jul 20 10:03:30 +0000 2019,0,tsipras,Europe,"RT @HarrisSamaras: Read: ""#Greece - Defeat of Populism at the Hands of Reality"" by @dlacalle_IA. The failure of #Keynesian policies, and Al",PKythreotis,,,,,
122,Sat Jul 20 08:13:38 +0000 2019,0,tsipras,Europe,"RT @theokoulouris: Memories of Athens 4 years ago, inc the Democracy Rising conference. Note the hope in the atmosphere despite Tsipras ca",MatinaLiosi,Tsipras,0.021969594,0,0,Tsipras
123,Sat Jul 20 07:52:29 +0000 2019,2,tsipras,Europe,"Memories of Athens 4 years ago, inc the Democracy Rising conference. Note the hope in the atmosphere despite Tsipra https://t.co/G01gTx0dal",theokoulouris,,,,,
124,Sat Jul 20 07:36:28 +0000 2019,0,tsipras,Europe,"RT @HarrisSamaras: #Greece, a disillusioned society that ""allowed"" Alexis Tsipras' populist government to amongst other raise #taxes of the",PytheasThe,,,,,
125,Sat Jul 20 06:26:55 +0000 2019,0,tsipras,Europe,"RT @dlacalle_IA: The defeat of Tsipras in Greece is the loss of those who came to power promising that two plus two would equal twenty-two,",AchylleT,Tsipras,0.086433336,0.600000024,-0.600000024,Tsipras
126,Sat Jul 20 06:06:25 +0000 2019,0,tsipras,Europe,"RT @112_sos: Bonus: We always love to meet Prime Ministers 
https://t.co/1MGmWFp3Uo https://t.co/dnsKkVDqyU",emweeklyrpt,,,,,
127,Sat Jul 20 05:28:42 +0000 2019,4,tsipras,Europe,"#Greece, a disillusioned society that ""allowed"" Alexis Tsipras' populist government to amongst other raise #taxes o https://t.co/oUXPeHl7y4",HarrisSamaras,,,,,
128,Sat Jul 20 05:28:41 +0000 2019,5,tsipras,Europe,"Read: ""#Greece - Defeat of Populism at the Hands of Reality"" by @dlacalle_IA. The failure of #Keynesian policies, a https://t.co/HyouLnVs0F",HarrisSamaras,,,,,
129,Sat Jul 20 00:25:02 +0000 2019,29,tsipras,Europe,The defeat of Tsipras in Greece is the loss of those who came to power promising that two plus two would equal twen https://t.co/PtehuPZ54Y,dlacalle_IA,Tsipras,0.179365292,0.699999988,-0.699999988,Tsipras
130,Fri Jul 19 22:49:33 +0000 2019,0,tsipras,Europe,"RT @the_tpa: Our analysis of the recent election in Greece shows that the only way to fix the damage wrought by Tsipras high tax, big stat",Alexandros1909,Tsipras,0.055409838,0,0,Tsipras
131,Fri Jul 19 16:24:16 +0000 2019,5,tsipras,Europe,@OmairaGill When Tsipras took office a historic bridge near his home village collapsed and the first call he took a https://t.co/He6uMnxsap,grimnirandthird,Tsipras,0.546871364,0.300000012,-0.100000001,Tsipras
132,Fri Jul 19 05:19:30 +0000 2019,0,tsipras,Europe,@guyverhofstadt Many were oh so silent however when Tsipras did it systematically,Natalia_P_,Tsipras,0.070921987,0,0,Tsipras
133,Fri Jul 19 01:40:22 +0000 2019,0,tsipras,Europe,"@tsipras_eu @MichelBarnier Yes, the humiliation, the emptying of the ATMs, the spike in prostitution and youth unem https://t.co/gQtncNfjgZ",Bloodclouds,,,,,
134,Thu Jul 18 11:49:33 +0000 2019,7,tsipras,Europe,Our analysis of the recent election in Greece shows that the only way to fix the damage wrought by Tsipras high ta https://t.co/EYjLxNcGAO,the_tpa,Tsipras,0.061718699,0.100000001,-0.100000001,Tsipras
135,Thu Jul 18 11:40:25 +0000 2019,0,tsipras,Europe,RT @ESM_Press: While in Athens #ESM Managing Director Klaus #Regling had a meeting with Greek opposition leader Alexis Tsipras today @atsip,juliana_dahl,,,,,
136,Thu Jul 18 11:01:26 +0000 2019,0,tsipras,Europe,"RT @FES_GB: The Twilight of the Insurgent Left

In his article for @IPGJournal FES London Director @ChrisPeristeri asks why a left-wing res",FES_EU,,,,,
137,Wed Jul 17 18:50:35 +0000 2019,0,tsipras,Europe,@kndrmndr @kostarvanitis @GUENGL @SYRIZAEP Ok photos... Your credibility is approaching 0...so if I show you a phot https://t.co/OYvBV8ym50,vkatsardis,,,,,
138,Wed Jul 17 13:16:12 +0000 2019,0,tsipras,Europe,"Greeks will cry for Tsipras: 
Orthodox priests will remain civil servants, new conservative government threw out a https://t.co/U9psVkFKy4",trkanjec,Tsipras,0.138644665,0.200000003,-0.200000003,Tsipras
139,Wed Jul 17 10:41:21 +0000 2019,1,tsipras,Europe,"The Twilight of the Insurgent Left

In his article for @IPGJournal FES London Director @ChrisPeristeri asks why a l https://t.co/6BKr6Zx2zy",FES_GB,,,,,
140,Wed Jul 17 10:37:18 +0000 2019,3,tsipras,Europe,While in Athens #ESM Managing Director Klaus #Regling had a meeting with Greek opposition leader Alexis Tsipras tod https://t.co/Agyq7dBcbq,ESM_Press,,,,,
141,Wed Jul 17 07:24:28 +0000 2019,0,tsipras,Europe,RT @JamesKerLindsay: First overseas trip of #Greece PM @kmitsotakis will be to #Cyprus on 29 July. On his first visit to the island as PM @,IVejvoda,,,,,
142,Tue Jul 16 20:27:41 +0000 2019,0,tsipras,Europe,"RT @Aspeniaonline: #Mitsotakis wants to run #Greece as a business project. A team of young technocratic politicians, Harvard-educated exper",Aspeniaonline,Mitsotakis,0.167055264,0.100000001,-0.100000001,Mitsotakis
143,Tue Jul 16 19:28:18 +0000 2019,0,tsipras,Europe,RT @Sofrup: @JamesKerLindsay @kmitsotakis @tsipras_eu U play the role of Grk. gov. advisor or the Trojan horse? Just because Tsipras was,Makedni,Tsipras,0.03020139,0.300000012,0.300000012,Tsipras
144,Tue Jul 16 16:39:06 +0000 2019,0,tsipras,Europe,"RT @alfonslopeztena: Although Tsipras helped catalyze Greeces recovery, Mitsotakiss sweeping electoral mandate and impressive technocrati",levaly2,Tsipras,0.160616636,0.400000006,0.400000006,Tsipras
145,Tue Jul 16 16:32:11 +0000 2019,0,tsipras,Europe,@JamesKerLindsay @kmitsotakis @tsipras_eu Lets hope,Colcestrian,,,,,
146,Tue Jul 16 14:50:58 +0000 2019,1,tsipras,Europe,"@KFeistel89 @BaruLevy Tsipras did deliver the Prespa agreement, so I applaud him for that, given the domestic oppos https://t.co/9VLZcVJNc5",MattMcKeon73,,,,,
147,Tue Jul 16 11:54:57 +0000 2019,1,tsipras,Europe,"#Mitsotakis wants to run #Greece as a business project. A team of young technocratic politicians, Harvard-educated https://t.co/aAht1QuJEY",Aspeniaonline,Mitsotakis,0.47785598,0,0,
148,Tue Jul 16 11:01:30 +0000 2019,0,tsipras,Europe,"RT @TonoEPP: By recognising @jguaido as interim president of #Venezuela, @kmitsotakis shows his strong commitment to democracy, freedom &amp; h",EPPJuan,,,,,
149,Tue Jul 16 10:26:19 +0000 2019,9,tsipras,Europe,@JamesKerLindsay @kmitsotakis @tsipras_eu U play the role of Grk. gov. advisor or the Trojan horse? Just because https://t.co/huuV5Lvn0t,Sofrup,,,,,
150,Tue Jul 16 09:48:51 +0000 2019,21,tsipras,Europe,First overseas trip of #Greece PM @kmitsotakis will be to #Cyprus on 29 July. On his first visit to the island as P https://t.co/KgiYAQeHqj,JamesKerLindsay,,,,,
151,Tue Jul 16 09:35:28 +0000 2019,0,tsipras,Europe,@LiberalGr Tsipras is not Prime minister any more but still his fault for that!!!,Tony95396125,,,,,
152,Mon Jul 15 22:48:45 +0000 2019,0,tsipras,Europe,"RT @pspengle: In the case of [former prime minister Alexis] Tsipras, it was easy  he  was a fake, and many people suspected that from the",JochenScholz2,Alexis,0.066935547,0,0,Tsipras
153,Mon Jul 15 14:56:53 +0000 2019,1,tsipras,Europe,"#EuropeanElections
In #Greece #NewDemocracy overcomes @SYRIZAEP with an 8-member delegation in the @EPPGroup. https://t.co/MEBKdTS1CW",mustandpartners,,,,,
154,Mon Jul 15 14:26:13 +0000 2019,17,tsipras,Europe,"Although Tsipras helped catalyze Greeces recovery, Mitsotakiss sweeping electoral mandate and impressive technocr https://t.co/yMQEImpv8h",alfonslopeztena,Tsipras,0.559762239,0.300000012,0.300000012,Tsipras
155,Mon Jul 15 13:15:50 +0000 2019,0,tsipras,Europe,"In the case of [former prime minister Alexis] Tsipras, it was easy  he  was a fake, and many people suspected tha https://t.co/rP5ta0lptU",pspengle,Alexis,0.069370508,0,0,Tsipras
156,Wed Jul 17 09:15:44 +0000 2019,0,nea dimokratia,Europe,"New Greek Government faces big hurdles -  
https://t.co/7m6yj5lv0R - The conservative party Nea Dimokratia (ND) has https://t.co/Q6Uo3fqb2A",debitos_net,,,,,
157,Wed Jul 17 09:14:43 +0000 2019,0,nea dimokratia,Europe,"New Greek Government faces big hurdles -  
https://t.co/Mf57JAryvQ - The conservative party Nea Dimokratia (ND) has https://t.co/baqSRRajwd",debitos_net,,,,,
158,Fri Jul 12 13:16:56 +0000 2019,0,nea dimokratia,Europe,@BrookingsFP @MollyMontgomery Stop calling Nea Dimokratia a center right party. It is and always has been an alt-ri https://t.co/FKV0u77Uoq,polyam19,,,,,
159,Sun Jul 21 09:55:10 +0000 2019,9,nd,Athens,"#Greece - ND's stance on Prespes Agreement has always been clear and consistent, Voridis says https://t.co/YrG71hqc43",BrunoTersago,,,,,
160,Sun Jul 21 09:24:27 +0000 2019,0,nd,Athens,"RT @amna_newseng: ND's stance on Prespes Agreement has always been clear and consistent, #Voridis says:
https://t.co/lwMOjkSZnV https://t.c",GreeceOutsideIn,,,,,
161,Sun Jul 21 09:24:22 +0000 2019,1,nd,Athens,"ND's stance on Prespes Agreement has always been clear and consistent, #Voridis says:
https://t.co/lwMOjkSZnV https://t.co/fKJwYVrNsa",amna_newseng,,,,,
162,Sun Jul 21 07:41:10 +0000 2019,0,nd,Athens,RT @Konstantina88P: #_ #nd_xeftiles #____ #_ #Energa #scandal Freeing the criminals.. This is Gr,Dr_Ciphers,,,,,
163,Sat Jul 20 12:59:34 +0000 2019,0,nd,Athens,@simonblackwell Wait the 22 nd  and you ll need  a double dose of those ...,elenistafylopa1,,,,,
164,Sat Jul 20 07:00:00 +0000 2019,0,nd,Athens,"ND ready to flesh out its policy agenda, with focus on tax plans https://t.co/VnYFUWKhMg #Greece #politics",MacroPolis_gr,,,,,
165,Fri Jul 19 20:13:27 +0000 2019,1,nd,Athens,"13 days after elections:
A quick 5.3 earthquake #Athens, all OK. 
TVs, which already fired non #ND friendly journal https://t.co/z5zACo7EW6",faidr,,,,,
166,Fri Jul 19 16:43:21 +0000 2019,0,nd,Athens,"RT @MacroPolis_gr: ND ready to flesh out its policy agenda, with focus on tax plans https://t.co/VnYFUX1TaQ #Greece #politics",alexvoudouri,,,,,
167,Fri Jul 19 16:00:00 +0000 2019,0,nd,Athens,"ND ready to flesh out its policy agenda, with focus on tax plans https://t.co/VnYFUX1TaQ #Greece #politics",MacroPolis_gr,,,,,
168,Thu Jul 18 20:04:34 +0000 2019,4,nd,Athens,Face App #nd_xeftiles #FaceApp https://t.co/7H1tx7hCgg,dpatsis,,,,,
169,Thu Jul 18 18:25:55 +0000 2019,0,nd,Athens,RT @NickMalkoutzis: Content of the meeting also undoes the narrative that New Democracy supposedly won Greek election without making promis,SOTIRIOSCORP,,,,,
170,Thu Jul 18 10:46:36 +0000 2019,1,nd,Athens,#prespes#nd_xeftiles https://t.co/IRr2Sdiej0,politics_greek,,,,,
171,Wed Jul 17 22:13:31 +0000 2019,1,nd,Athens,The newly elected ND Greek government decreased the operational capacity of the Labor Inspectorate by depriving its https://t.co/smwdygu35I,KHatzinikolaou,,,,,
172,Wed Jul 17 21:58:06 +0000 2019,0,nd,Athens,"Without access to health and education (stopped by the newly elected ND #Greek government), how are professional gu https://t.co/GSLjmIuDgF",KHatzinikolaou,,,,,
173,Wed Jul 17 10:50:23 +0000 2019,0,nd,Athens,Conservative ND scraps plans to take priests off the state payroll https://t.co/BOmvA0GXEX #Greece #news,GreeceOutsideIn,,,,,
174,Wed Jul 17 10:25:09 +0000 2019,0,nd,Athens,RT @ganavalo: I would like to congratulate the previous government for taking all the proper measures for the Greek debt to become sustaina,arnielliniko,,,,,
175,Tue Jul 16 16:49:45 +0000 2019,39,nd,Athens,I would like to congratulate the previous government for taking all the proper measures for the Greek debt to becom https://t.co/PtO4nAupHD,ganavalo,,,,,
176,Tue Jul 16 15:05:28 +0000 2019,5,nd,Athens,#_ #nd_xeftiles #____ #_ #Energa #scandal Freeing the criminals.. This i https://t.co/rb8kmSS332,Konstantina88P,,,,,
177,Tue Jul 16 14:02:07 +0000 2019,0,nd,Athens,ND decries early release of disgraced energy exec under new criminal code https://t.co/5TNCdnHVa1 https://t.co/jBIVTDXDyZ,ekathimerini,,,,,
178,Tue Jul 16 08:25:40 +0000 2019,0,nd,Athens,"RT @DecentralizedEu: We are extremely excited to announce our newest #Sponsor and event partner @bitshares at @DecentralizedEu 2019.
#decen",ND_check,,,,,
179,Tue Jul 16 07:20:00 +0000 2019,0,nd,Athens,ND puts changes in Greek education and justice system high on agenda https://t.co/cVUstOQUGX  #Greece #economy,MacroPolis_gr,,,,,
180,Tue Jul 16 07:17:20 +0000 2019,0,nd,Athens,@DIorioNathaniel ND you appear to be a rude fool. I could be wrong as I do not understand socialist democrats that https://t.co/BjrVYbQ0A4,300cba,,,,,
181,Mon Jul 15 16:52:00 +0000 2019,0,nd,Athens,ND puts changes in Greek education and justice system high on agenda https://t.co/cVUstP8vyv  #Greece #economy,MacroPolis_gr,,,,,
182,Mon Jul 15 10:20:07 +0000 2019,0,nd,Athens,ND puts changes in Greek education and justice system high on agenda https://t.co/cVUstOQUGX #Greece #economy,MacroPolis_gr,,,,,
183,Mon Jul 15 10:15:12 +0000 2019,2,nd,Athens,Content of the meeting also undoes the narrative that New Democracy supposedly won Greek election without making pr https://t.co/inI5Y0zsAT,NickMalkoutzis,,,,,
184,Sun Jul 14 20:44:13 +0000 2019,0,nd,Athens,"RT @OmairaGill: Votes were as follows: 
ND: 15 votes
SYRIZA 6
KINAL 8
GD 2
KKE 3
Elliniki lysi 1
Mera25 1
Dimourgia xana 1
Plevsi Eleftheri",EmpressNorton,,,,,
185,Sun Jul 14 19:55:19 +0000 2019,4,nd,Athens,"Votes were as follows: 
ND: 15 votes
SYRIZA 6
KINAL 8
GD 2
KKE 3
Elliniki lysi 1
Mera25 1
Dimourgia xana 1
Plevsi E https://t.co/b9fRyD4PkL",OmairaGill,,,,,
186,Sat Jul 13 07:46:23 +0000 2019,0,nd,Athens,@TRIVlAPINK damn jus tell me u wan ply w me nd gooooo,toruhyun,,,,,
187,Fri Jul 12 12:54:13 +0000 2019,6,nd,Athens,"""We're reform........................."" (SLAP!)
""Reformist? Are you serious? There are just five women in cabinet p https://t.co/xAo2KpddqU",teacherdude,,,,,
188,Fri Jul 12 12:42:19 +0000 2019,0,nd,Athens,"RT @tasosgretsistas: @BBCHARDtalk @kmitsotakis selling alien mythology to uneducated elderly people), which is sexist in and of itself. The",rolistas320,,,,,
189,Fri Jul 12 09:32:14 +0000 2019,0,nd,Athens,RT @mariapet: Greece's Foreign Press Association issues statement on derogatory (and  uninformed) comments on foreign correspondents/Libera,NickMalkoutzis,,,,,
190,Fri Jul 19 21:13:47 +0000 2019,5,nd,Thessaloniki,Got fired last Friday Nd then got a new job yesterday... grinding and thriving byyyye!!!,momomiyachan,,,,,
191,Fri Jul 19 13:10:09 +0000 2019,2,nd,Thessaloniki,@davidrkadler @yanisvaroufakis When New Democracy officials first announced this before the elections it was writte https://t.co/ddhvzujHQh,teacherdude,,,,,
192,Tue Jul 16 03:18:00 +0000 2019,1,nd,Thessaloniki,Somehow Im still up Nd alive,momomiyachan,,,,,
193,Sun Jul 21 15:20:12 +0000 2019,0,nd,Europe,"@MikeIgnacio18 Nd obvious, promise hahaha",markdcordero,,,,,
194,Sun Jul 21 15:17:40 +0000 2019,0,nd,Europe,"RT @namjinheaven: ARMYs we are going for +100M votes. 
#MTVHottest BTS @BTS_twt https://t.co/ScQ1rToSDT",ND_Dhiya,,,,,
195,Sun Jul 21 15:17:07 +0000 2019,0,nd,Europe,@joonasmr I'm sending u love nd endless support,ynwatwt,,,,,
196,Sun Jul 21 15:15:15 +0000 2019,0,nd,Europe,The #SS19 ND Range of Classic Tee's  https://t.co/q0dttgQVUD #weartherose https://t.co/JnneC3t9vz,NicholasDeakins,,,,,
197,Sun Jul 21 15:14:04 +0000 2019,13,nd,Europe,hyeongjun if u ever come across this.. i want u to know that ure the best bubbie boy ever!!! nd uhm i wanna be bffs https://t.co/yWuhUy564g,hyeon6s,,,,,
198,Sun Jul 21 15:06:41 +0000 2019,0,nd,Europe,RT @katygodfrey_: Any one else just sit and look through pics of you nd ur mates and realise how much u love them ,Emiliawallace_,,,,,
199,Sun Jul 21 15:02:53 +0000 2019,0,nd,Europe,"RT @namjinheaven: .@BTS_twt on Spotify and YouTube for week ending July 18:

Spotify: 76.1 MILLION streams 
YouTube: 120 MILLION views

#",ND_Dhiya,,,,,
200,Sun Jul 21 15:02:27 +0000 2019,0,nd,Europe,"RT @Mattcerah: too lazy to reply text, unless you're important to me.",nd_mrr,,,,,
201,Sun Jul 21 14:59:46 +0000 2019,0,nd,Europe,@whyrubyjane ganpn tlsga minsan you just have to accept it or if you really likr her that much edi pursue m siya be https://t.co/qvpKKbMxTD,kilikilinilisa,,,,,
202,Sun Jul 21 14:58:17 +0000 2019,1,nd,Europe,Any one else just sit and look through pics of you nd ur mates and realise how much u love them ,katygodfrey_,,,,,
203,Sun Jul 21 14:56:22 +0000 2019,0,nd,Europe,"@vjoffe @JulieCotaSLT @PamelaSnow2 + Selective mutism, plus intellectual disabilities. # Early intervention nd prof https://t.co/CKFjmC7Nni",3girls2cats1man,,,,,
204,Sun Jul 21 14:53:10 +0000 2019,1,nd,Europe,u be too comfortable w the S Asian community and theyll make ur culture feel inferior nd try to asianize you&gt; tru https://t.co/a24vqE09la,Jamilaaa_,,,,,
205,Sun Jul 21 14:52:41 +0000 2019,0,nd,Europe,RT @Ellie_wils: Got a bit too hot today nd long story short I threatened to deck my dad bc I didnt want to talk to him,peat_megan,,,,,
206,Sun Jul 21 14:51:59 +0000 2019,0,nd,Europe,HVs to say the Tierney news has died hope we do get him Nd th 3rd bid comes soon and is good enough,JamesJo89587516,,,,,
207,Sun Jul 21 14:43:05 +0000 2019,2,nd,Europe,Love the fact that it actually makes sense nd it's even more legit in Morocco  https://t.co/4tu6aJltgX,naykizzz,,,,,
208,Sun Jul 21 14:38:35 +0000 2019,0,nd,Europe,"@jodyscorner1 https://t.co/jx4oa7ngMi

So it's comfirmed  and they change genders to just like that too. Still hop https://t.co/oe8kaKyLSI",KuzanLars,,,,,
209,Sun Jul 21 14:37:18 +0000 2019,0,nd,Europe,"@Supereaglescomp Nd that's best for  all young lads...
#Exposure is vital ",Jeffrey85086297,,,,,
210,Sun Jul 21 14:37:00 +0000 2019,0,nd,Europe,Nd Tokyo and her dickhead boyfriend need to die,1inaBilliyon,,,,,
211,Sun Jul 21 14:34:16 +0000 2019,1,nd,Europe,gamers who do u think my nct bias would be nd why bc i rlly wanna stan,WlKlHAO,,,,,
212,Sun Jul 21 14:30:06 +0000 2019,5,nd,Europe,@ShekharGupta @FauzanAlavi Trust the Sanghi Gupta to endorse this utterly dangerous view. Why the hell should Musli https://t.co/saC93usMB8,mmazumdar2014,,,,,
213,Sun Jul 21 14:24:03 +0000 2019,0,nd,Europe,RT @StNSteff: I have become a champion for @MINTnursing and hope to help men become aware that nursing is just as much a career for males a,MINTnursing,,,,,
214,Sun Jul 21 14:15:37 +0000 2019,0,nd,Europe,"@Welshy_Rhys Yay, gotta love an excited gryph! :3",Wuffie_ND,,,,,
215,Sun Jul 21 14:12:35 +0000 2019,2,nd,Europe,"@021Lorena_ffc Ffc, tu q n queria nd com nd",YannNascimento5,,,,,
216,Sun Jul 21 14:09:45 +0000 2019,0,nd,Europe,i love pearla nd marina best lesbains,Lighterium,,,,,
217,Sun Jul 21 14:08:53 +0000 2019,0,nd,Europe,"@fromthdtable oments 
nd of the day
ittle things 
f I could fly
tole my heart
trong 
live 
",haroldsnipples,,,,,
218,Sun Jul 21 14:07:22 +0000 2019,1,nd,Europe,@BorianaNacheva Just stress mannn. I had a horrible migraine the whole day nd stupid customers were annoying tf out of me ,oh_it_nadine,,,,,
219,Sun Jul 21 14:05:22 +0000 2019,1,nd,Europe,"@m_k_nd Yeah I agree, curries are bang average. Haleem and nihari were very nice",Alauddinn__,,,,,
220,Sun Jul 21 13:59:17 +0000 2019,0,nd,Europe,@MonsieurRD Super,Klaus_nd,,,,,
221,Sun Jul 21 13:56:44 +0000 2019,0,nd,Europe,Love made the professor lose everything. Raquel has no importance whatsoever. Biggest liability of the entire show.,Daniel_ND_,,,,,
222,Sun Jul 21 13:55:36 +0000 2019,0,nd,Europe,The biggest trap in the world. https://t.co/uMijUEByTZ,Daniel_ND_,,,,,
223,Sun Jul 21 13:53:41 +0000 2019,0,nd,Europe,"RT @UKLEAP: Why are so many women dying? 

Did you know theres an increase in drug related deaths amongst women? Why is this, what can we",Talkingdrugs,,,,,
224,Sun Jul 21 13:52:32 +0000 2019,0,nd,Europe,i can't believe prism in mnl won't happen nd c*b3 pretending that ptg haven't visited ph more than once... ,heojungs,,,,,
225,Sun Jul 21 13:50:43 +0000 2019,0,nd,Europe,"RT @RukhieLuvzKaira: Kaira:made for each other 
I nominate @nayab_kinza @KillerxxxFrost @Adz_1998 guys make a kaira edit wid tag #WeWantOn",fangirlswasti,,,,,
