,date,favorite_count,keyword,location,text,user,object_of_sentiment,salience,magnitude,sentiment_score,person
226,Sun Jul 21 13:48:45 +0000 2019,4,nd,Europe,I have become a champion for @MINTnursing and hope to help men become aware that nursing is just as much a career f https://t.co/UpIzFJ9c43,StNSteff,,,,,
227,Sun Jul 21 13:45:39 +0000 2019,0,nd,Europe,The Professor Lost. Broke the number 1 rule.,Daniel_ND_,,,,,
228,Sun Jul 21 13:38:17 +0000 2019,1,nd,Europe,"My money is on Lucie, shes the another islander https://t.co/9O2JikResO",nd_tonia,,,,,
229,Sun Jul 21 13:36:55 +0000 2019,1,nd,Europe,@Blair_waldofxx Shes basically contradict herself. ,nd_tonia,,,,,
230,Sun Jul 21 13:36:42 +0000 2019,0,nd,Europe,"RT @mediamuseum: Kicking off the Bradford Science Festival with a great performance by ND Dance Academy. Rockets in @CityParkBD, planetariu",dylanz1,,,,,
231,Sun Jul 21 13:34:55 +0000 2019,0,nd,Europe,@HekuroXVI Safe nd,NabilIstStabil,,,,,
232,Sun Jul 21 13:33:15 +0000 2019,4,nd,Europe,trust https://t.co/LF31Vlsurl,Klaus_nd,,,,,
233,Sun Jul 21 13:32:32 +0000 2019,2,nd,Europe,Got a bit too hot today nd long story short I threatened to deck my dad bc I didnt want to talk to him,Ellie_wils,,,,,
234,Sun Jul 21 13:29:03 +0000 2019,0,nd,Europe,@AndyBird92300 You are rather assuming a lot about what Govt will be in place 6-12 months after ND. I make no such https://t.co/MH24y9vgMN,AllieRenison,,,,,
235,Sun Jul 21 13:28:08 +0000 2019,2,nd,Europe,@Schuldensuehner We are 2.nd worldwide in running Bitcoin nodes. What else counts? The rests gonna crash and burn a https://t.co/izM8Cn7ZQP,YogicCEO,,,,,
236,Sun Jul 21 13:27:46 +0000 2019,1,nd,Europe,@DHAV97 Shutup u told me u sucked some girls feet nd she had athletes foot,leo2daworld,,,,,
237,Sun Jul 21 13:21:38 +0000 2019,0,nd,Europe,RT @AVlRGO: the unfinished water bottle in my room when i bring in a new one https://t.co/6EpQVv0RqD,marlon_nd,,,,,
238,Sun Jul 21 13:19:49 +0000 2019,0,nd,Europe,RT @charliebrucee: Shoutout to @emmerdale for single handedly the worst piece of acting Ive ever seen! Im in bits  https://t.co/D42WgD,marlon_nd,,,,,
239,Sun Jul 21 13:15:33 +0000 2019,4,nd,Europe,If @tnsfc lose in the next round of the @ChampionsLeague then they will play one of the sides not in bold in Group https://t.co/tYquRIYsiM,ND__15,,,,,
240,Sun Jul 21 13:14:52 +0000 2019,0,nd,Europe,"@Ope_Solaja Trust. Lamela got the 1st Son assist. Need to check how much ND is. 

De Ligt looking solid for Juve as https://t.co/k6cLBUYzsK",Ka8ir_,,,,,
241,Sun Jul 21 13:10:23 +0000 2019,0,nd,Europe,RT @MoToSav1: Posting half naked pictures doesnt mean shes easy to fuck u guys be postin guns nd knifes and still get robbed,kiahjonesx,,,,,
242,Sun Jul 21 13:04:22 +0000 2019,0,nd,Europe,im nothing but skin nd bone now ,hoodlumceline,,,,,
243,Sun Jul 21 13:02:40 +0000 2019,0,nd,Europe,RT @Sw_Cuurls: I aint got time to be bonding one minute Nd next minute we dont talk,alanazro,,,,,
244,Sun Jul 21 13:01:17 +0000 2019,0,nd,Europe,Tokyo is pretty annoying at times,Daniel_ND_,,,,,
245,Sun Jul 21 12:58:43 +0000 2019,17,nd,Europe,"Kaira:made for each other 
I nominate @nayab_kinza @KillerxxxFrost @Adz_1998 guys make a kaira edit wid tag https://t.co/oKidDRSsuW",RukhieLuvzKaira,,,,,
246,Sun Jul 21 12:56:13 +0000 2019,1,nd,Europe,"Went to some next level uni partys/festivals nd met everyone Ive been thinking bout recently aha, even met Marco Minnemann x",QCHXXL,,,,,
247,Sun Jul 21 12:51:49 +0000 2019,1,nd,Europe,@livcoldwell_ Same baby but were both on to bigger nd better things now x,laurajayeallen,,,,,
248,Sun Jul 21 12:49:07 +0000 2019,0,nd,Europe,"RT @AllieRenison: Ultimately, future of the UK's relationship w/EU is of utmost consequence to many in the Conservative Party. I am convinc",VernonBaseley,,,,,
249,Sun Jul 21 12:47:45 +0000 2019,0,nd,Europe,"@JTonYouTube So true lmao, I had raiders revenge Nd ghoul trooper but I broke I PS4 a few months back ",finleeheapp,,,,,
250,Sun Jul 21 12:41:18 +0000 2019,0,nd,Europe,"RT @Isabgah: Im not from a Rich family but my parents are not extremely Poor, I wasnt raised with Wealth and Luxury but the way I was rai",NazeerAbubakar7,,,,,
251,Sun Jul 21 12:36:34 +0000 2019,0,nd,Europe,"@naz4198 Sir, I have 600 followers nd u have 1.7k, that is more than twice the amount I have",Jvhxl,,,,,
252,Sun Jul 21 12:33:59 +0000 2019,0,nd,Europe,Nd c nd,amandamarolenta,,,,,
253,Sun Jul 21 12:32:50 +0000 2019,0,nd,Europe,RT @bampshi: Baby boy baby https://t.co/zwY4jWymJN,REWONDERL_ND,,,,,
254,Sun Jul 21 12:27:02 +0000 2019,0,nd,Europe,In forme Ble 2 nd best player in the world behind the goat,ECommeny,,,,,
255,Sun Jul 21 12:21:02 +0000 2019,0,nd,Europe,"This job was a tidy up job as someone before flung it in with plastic pipework, not clipped and just a right mess. https://t.co/zUZaXeDprY",plumberparts,,,,,
256,Sun Jul 21 12:20:00 +0000 2019,23,nd,Europe,nd this boy has the purest heart ever that deserves the whole world . he worked his ass off to get that spot on top https://t.co/BkCAxu3MsO,hyeon6s,,,,,
257,Sun Jul 21 12:16:42 +0000 2019,1,nd,Europe,"hotel all booked for dereham away in the trophy, yeltz on tour nd all that",jawsjawsjack,,,,,
258,Sun Jul 21 12:16:09 +0000 2019,0,nd,Europe,"RT @VisitLeeds: Why not visit one of Leeds' many Art Galleries this summer?

@leedsgallery at Munro House is bringing you an exhibition of",BeckettLibrary,,,,,
259,Sun Jul 21 12:15:49 +0000 2019,0,nd,Europe,@Juvenile99OG bUT he So prAgmaTIC,nd_yaho,,,,,
260,Sun Jul 21 12:06:33 +0000 2019,6,nd,Europe,"Ultimately, future of the UK's relationship w/EU is of utmost consequence to many in the Conservative Party. I am c https://t.co/dD17dZIzAM",AllieRenison,,,,,
261,Sun Jul 21 12:02:00 +0000 2019,0,nd,Europe,some random guy just started to talk to me abt my personal life on the way home so I had someone call me nd not get https://t.co/zrjIGqMkEA,hatari2600,,,,,
262,Sun Jul 21 11:59:52 +0000 2019,0,nd,Europe,"RT @LomyTm: My 3-nd thumbnail 
       For @violoffdesign 

 https://t.co/rdC0sowGPH",OrisonStudios,,,,,
263,Sun Jul 21 11:54:26 +0000 2019,5,nd,Europe,going to dinner with craigs nana nd i smell like a pint hopefully the smell of my sick when i whitey on some gammon will cover it,_deanyounger,,,,,
264,Sun Jul 21 11:42:07 +0000 2019,0,nd,Europe,"RT @_limerence_____: 

WE ARE LOOSING!!

lets make a voting chain for our boys, ill start. 

#MTVHottest #BTS @BTS_twt 
#MGMAVOTE #",ND_Dhiya,,,,,
265,Sun Jul 21 11:32:16 +0000 2019,15,nd,Europe,Half 12 in the afternoon Nd I went to make a cheese Nd garlic toastie bc who wouldnt and my dad turns around and w https://t.co/nFUr1dZsde,ssophieurwinx,,,,,
266,Sun Jul 21 15:07:54 +0000 2019,0,mitsotakis,Athens,"RT @zubeyirkoculu: Ironically, Kyriakos Mitsotakis, the new PM of Greece, fled into exile with his parents in Turkey when he was 1 year old",eierschnitzens,,,,,
267,Sun Jul 21 14:52:47 +0000 2019,0,mitsotakis,Athens,"RT @ekathimerini: Mitsotakis: the (10-year-old) anti-smoking law will be strictly implemented, starting with Parliament. ""I noticed, from y",RedRightHand2,Mitsotakis,0.717670739,0.100000001,0,Mitsotakis
268,Sun Jul 21 14:52:13 +0000 2019,0,mitsotakis,Athens,RT @ekathimerini: Mitsotakis: Greeks abroad will be able to vote in their place of residence. Measure must pass by a two-thirds majority.,RedRightHand2,Mitsotakis,0.090573058,0.100000001,-0.100000001,Mitsotakis
269,Sun Jul 21 14:49:12 +0000 2019,0,mitsotakis,Athens,Greece's new Prime Minister Kyriakos Mitsotakis vows growth https://t.co/8Gs6wdBO0f,makisstasinos,,,,,
270,Sun Jul 21 13:52:41 +0000 2019,0,mitsotakis,Athens,"RT @ekathimerini: Mitsotakis: we are not enemies, we do not seek each other's political demise. The era of rage is over. And let us celebra",RedRightHand2,Mitsotakis,0.282638043,0,0,Mitsotakis
271,Sun Jul 21 13:50:25 +0000 2019,0,mitsotakis,Athens,"Greek PM Mitsotakis Promises Tax Cuts, Economic Development and Diaspora Vote https://t.co/otegNgyCkD #Greece #news",GreeceOutsideIn,,,,,
272,Sun Jul 21 13:42:29 +0000 2019,0,mitsotakis,Athens,"RT @ekathimerini: Mitsotakis: regarding Turkey, our position is a dialogue on the basis of international law without rhetorical excesses li",marthaki,Mitsotakis,0.116288513,0,0,Mitsotakis
273,Sun Jul 21 10:50:21 +0000 2019,0,mitsotakis,Athens,PM Mitsotakis announces generous tax cuts incl. properties ENFIA https://t.co/QLxQ1cshF7 #Greece #news,GreeceOutsideIn,Mitsotakis,0.389917791,0.100000001,0.100000001,Mitsotakis
274,Sun Jul 21 10:15:49 +0000 2019,0,mitsotakis,Athens,"RT @ekathimerini: Mitsotakis' top priorities: ease tax burden, create jobs https://t.co/7oYwCyTlLP https://t.co/f0fKbB6UdR",NikeMorgan,Mitsotakis,0.163867056,0.300000012,0.300000012,Mitsotakis
275,Sun Jul 21 09:12:43 +0000 2019,0,mitsotakis,Athens,RT @ekathimerini: Mitsotakis: our Green Agenda includes ban on one-use plastics from 2021; energy autonomy for small islands; renewal of bu,EZR_news,Mitsotakis,0.110979035,0,0,Mitsotakis
276,Sun Jul 21 09:11:41 +0000 2019,0,mitsotakis,Athens,"RT @ekathimerini: Mitsotakis: from 2020, we will be able to negotiate more realistic fiscal surpluses. We will pay back our debts from the",EZR_news,Mitsotakis,0.245989159,0,0,Mitsotakis
277,Sun Jul 21 08:05:21 +0000 2019,0,mitsotakis,Athens,"RT @ekathimerini: Mitsotakis: education is linked with the economy. Universities will decide how many incoming students to accept, not the",TheKarmiDance,Mitsotakis,0.141593441,0.100000001,0.100000001,Mitsotakis
278,Sun Jul 21 02:30:21 +0000 2019,0,mitsotakis,Athens,Greece's new Prime Minister Kyriakos Mitsotakis vows growth https://t.co/u82dfcd7UV #Greece #news,GreeceOutsideIn,,,,,
279,Sat Jul 20 23:43:38 +0000 2019,0,mitsotakis,Athens,RT @TornosNewsCom: Newly elected Greek PM Mitsotakis to announce immediate tax cuts https://t.co/s7119fXSWI https://t.co/4MwnirBXw7,TornosNewsCom,Mitsotakis,0.112534679,0.200000003,0.200000003,Mitsotakis
280,Sat Jul 20 23:40:03 +0000 2019,0,mitsotakis,Athens,"Greece's Prime Minister Kyriakos Mitsotakis, gives a thump up to Finance Minister , during a parliamentary session https://t.co/usc5fhVR4f",JLIAKOSPHOTOS,,,,,
281,Sat Jul 20 22:59:30 +0000 2019,0,mitsotakis,Athens,"#Greece: Mitsotakis' top priorities: ease tax burden, create jobs https://t.co/5yvMWLJuXT
First step: A cut in the https://t.co/iyFO6NJQRB",DimoYagcioglu,Mitsotakis,0.119905911,0.100000001,0.100000001,Mitsotakis
282,Sat Jul 20 22:50:21 +0000 2019,0,mitsotakis,Athens,New PM Mitsotakis announces his top priorities for GREECE https://t.co/bxns0qdbg6 #Greece #news,GreeceOutsideIn,Mitsotakis,0.45825094,0.600000024,0.300000012,Mitsotakis
283,Sat Jul 20 22:46:29 +0000 2019,69,mitsotakis,Athens,"Ironically, Kyriakos Mitsotakis, the new PM of Greece, fled into exile with his parents in Turkey when he was 1 yea https://t.co/pssfizo2tV",zubeyirkoculu,,,,,
284,Sat Jul 20 21:04:52 +0000 2019,0,mitsotakis,Athens,RT @ggoufas: Greeces 2020 budget will show the countrys fiscal balance isnt disrupted nor are the primary surplus targets of the prev g,GreekAnalyst,,,,,
285,Sat Jul 20 21:04:22 +0000 2019,4,mitsotakis,Athens,Greeces 2020 budget will show the countrys fiscal balance isnt disrupted nor are the primary surplus targets of https://t.co/93BHsF9qqo,ggoufas,,,,,
286,Sat Jul 20 20:56:02 +0000 2019,0,mitsotakis,Athens,"RT @naftemporiki_en: #Mitsotakis unveils reform-heavy, pro-market policy statements in Parliament address #Greece #vouli # (Full) http",naftemporikigr,,,,,
287,Sat Jul 20 20:30:17 +0000 2019,0,mitsotakis,Athens,Newly elected GREEK PM Mitsotakis to announce immediate tax cuts https://t.co/XI752b8jJN #Greece #news,GreeceOutsideIn,Mitsotakis,0.13953571,0.200000003,0.200000003,Mitsotakis
288,Sat Jul 20 15:32:01 +0000 2019,0,mitsotakis,Thessaloniki,@OmairaGill No! The gods are neutral! Mitsotakis is Gandemis!,ANDKONLAS,Mitsotakis,0.039023709,0,0,Mitsotakis
289,Sat Jul 20 15:30:55 +0000 2019,0,mitsotakis,Thessaloniki,@OmairaGill Escape!!! As far as Mitsotakis is prime minister its just the beginning! Santorinis vulcano is coming next!!!,ANDKONLAS,Mitsotakis,0.433719993,0,0,Mitsotakis
290,Wed Jul 17 12:22:28 +0000 2019,0,mitsotakis,Thessaloniki,"RT @asteris: The Mitsotakis govt follows the Trump playbook, reversing progressive policies https://t.co/n1u2HYTJAb",keeptalkingGR,,,,,
291,Wed Jul 17 11:12:13 +0000 2019,1,mitsotakis,Thessaloniki,"The Mitsotakis govt follows the Trump playbook, reversing progressive policies https://t.co/n1u2HYTJAb",asteris,Mitsotakis,0.393904656,0,0,Mitsotakis
292,Mon Jul 15 19:00:14 +0000 2019,0,mitsotakis,Thessaloniki,"i wonder if, in the Greek language press, Mitsotakis is quoted addressing the deep structural barriers that stand i https://t.co/nqZlgxADVr",joelhdz,Mitsotakis,0.136313647,0,0,Mitsotakis
293,Sat Jul 13 14:56:25 +0000 2019,0,mitsotakis,Thessaloniki,"RT @HellenismToday: Trump Congratulates Mitsotakis, U.S. Puts Arm Around Greece - The National Herald @realDonaldTrump @kmitsotakis @S",kleo_2019,,,,,
294,Sat Jul 13 13:50:43 +0000 2019,0,mitsotakis,Thessaloniki,"This photo is dedicated to Greek PM Mr. Kyriakos Mitsotakis and his partner Minister Mr. Vroutsis. They know why, b https://t.co/16y5WAkT52",GeorgeDoudos,,,,,
295,Sat Jul 13 11:16:38 +0000 2019,0,mitsotakis,Thessaloniki,RT @teacherdude: Greece's new 'reformist' PM K.Mitsotakis defending his decision in include just 5 women in his 51 seat cabinet. Guess what,monkey_13th,,,,,
296,Sat Jul 13 08:04:23 +0000 2019,3,mitsotakis,Thessaloniki,"Trump Congratulates Mitsotakis, U.S. Puts Arm Around Greece - The National Herald @realDonaldTrump @kmitsotakis https://t.co/0eh4Y9ZwpP",HellenismToday,,,,,
297,Sun Jul 21 15:12:16 +0000 2019,0,mitsotakis,Europe,RT @New_Europe: The new reality for Greece under the leadership of Kyriakos Mitsotakis https://t.co/OiKzn6Cvln https://t.co/j8uklEdBHb,GreeceOutsideIn,,,,,
298,Sun Jul 21 15:12:09 +0000 2019,0,mitsotakis,Europe,The new reality for Greece under the leadership of Kyriakos Mitsotakis https://t.co/OiKzn6Cvln https://t.co/j8uklEdBHb,New_Europe,,,,,
299,Sun Jul 21 13:15:55 +0000 2019,1,mitsotakis,Europe,Why do humans cause so much anguish? Pleasesign To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santo https://t.co/gGDQXbuHPN,Noodle2010,,,,,
300,Sun Jul 21 13:15:01 +0000 2019,1,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/bistdhuzWF via @UKChange,PeterEl57863736,,,,,
301,Sun Jul 21 12:44:18 +0000 2019,0,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys https://t.co/yRuVCpMSwt via @ChangeAUS,Veganforanimal1,,,,,
302,Sun Jul 21 12:06:22 +0000 2019,0,mitsotakis,Europe,RT @KadmaerJessy: To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/4t5kI9wG,Lily06986890,,,,,
303,Sun Jul 21 12:01:39 +0000 2019,0,mitsotakis,Europe,RT @GreeceinUK: .@PrimeministerGR Mitsotakiss priority is a reform of #Greeces complex tax system to create a more pro-business environme,GreekAnalyst,,,,,
304,Sun Jul 21 12:00:35 +0000 2019,8,mitsotakis,Europe,.@PrimeministerGR Mitsotakiss priority is a reform of #Greeces complex tax system to create a more pro-business e https://t.co/QhaJO4i5f7,GreeceinUK,,,,,
305,Sun Jul 21 09:35:39 +0000 2019,0,mitsotakis,Europe,PM Mitsotakis announces generous tax cuts incl. properties ENFIA https://t.co/xq5X8jhY0S,spe1977,Mitsotakis,0.504621029,0.100000001,0.100000001,Mitsotakis
306,Sun Jul 21 08:59:52 +0000 2019,0,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/17QqADhS5r via @Change,Praesensabsens,,,,,
307,Sun Jul 21 08:10:45 +0000 2019,0,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/GwXR2kdBZs via @UKChange,JanWhitehouseUK,,,,,
308,Sun Jul 21 07:48:42 +0000 2019,0,mitsotakis,Europe,"#Greece - ""Mitsotakis on #Cyprus: 'We do not forget the victims of the invasion'"" - #Turkey  https://t.co/RejClm0sPt",Kostian_V,Mitsotakis,0.130635753,0,0,Mitsotakis
309,Sun Jul 21 07:43:52 +0000 2019,0,mitsotakis,Europe,RT @SimonTilford: This should be a wake-up call to those who breathlessly welcomed the Mitsotakis government. https://t.co/pI1IXJJELV,pdemetriades,Mitsotakis,0.091417447,0,0,Mitsotakis
310,Sun Jul 21 07:42:00 +0000 2019,0,mitsotakis,Europe,Greece's new Prime Minister Kyriakos Mitsotakis vows growth https://t.co/DPQbUNP9Qz,helenyg,,,,,
311,Sun Jul 21 06:38:14 +0000 2019,2,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/k80ZogikY4 via @UKChange,AlwynGlover,,,,,
312,Sun Jul 21 03:10:43 +0000 2019,0,mitsotakis,Europe," #Greece's new Prime Minister Kyriakos Mitsotakis vows growth  
https://t.co/Bl79LLIwuw",EuropeUnion,,,,,
313,Sun Jul 21 03:05:52 +0000 2019,0,mitsotakis,Europe,Prime Minister Kyriakos Mitsotakis has said Greece will ease taxes on its citizens while upholding a... https://t.co/tbvsfq6tlX,EUwatchers,,,,,
314,Sun Jul 21 03:00:23 +0000 2019,0,mitsotakis,Europe,Greeces new Prime Minister Kyriakos Mitsotakis vows growth https://t.co/hjZXnNjRnl,Follementbijoux,,,,,
315,Sun Jul 21 02:50:10 +0000 2019,0,mitsotakis,Europe,Greeces new Prime Minister Kyriakos Mitsotakis vows growth https://t.co/lhMjPrSUDT,Follementbijoux,,,,,
316,Sun Jul 21 02:26:48 +0000 2019,0,mitsotakis,Europe,RT @Graziellajune: To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/KrE0bpS,JChokonen,,,,,
317,Sun Jul 21 01:20:42 +0000 2019,0,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/KrE0bpS4ic via @UKChange,Graziellajune,,,,,
318,Sat Jul 20 23:26:51 +0000 2019,0,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Firma la petizione! https://t.co/QPFTYf3MRO,deborahlucia1,,,,,
319,Sat Jul 20 23:17:28 +0000 2019,0,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/8hePPXayGZ via @UKChange,patla_rina,,,,,
320,Sat Jul 20 22:30:19 +0000 2019,0,mitsotakis,Europe,New Greek Prime MinisterKyriakos Mitsotakisis moving into policy implementation mode https://t.co/gIRvL4LHdX via @bpolitics,kpappas1955,,,,,
321,Sat Jul 20 21:15:10 +0000 2019,1,mitsotakis,Europe,@PappasXA Mitsotakis SA company....,tas_kyr,,,,,
322,Sat Jul 20 21:11:23 +0000 2019,0,mitsotakis,Europe,"@ekathimerini @p_von_eulenburg Mr Mitsotakis, when your greek soldiers march on Greek national day, they shout ""we' https://t.co/Jyzhcl4tGK",hakanulutepe,Mitsotakis,0.236180127,0.100000001,0,Mitsotakis
323,Sat Jul 20 19:24:53 +0000 2019,5,mitsotakis,Europe,To the prime minister Kyriakos Mitsotakis: Stop the abuse of Santorini Donkeys - Sign the Petition! https://t.co/4t5kI9wGsC via @Change,KadmaerJessy,,,,,
324,Sat Jul 20 13:10:54 +0000 2019,0,mitsotakis,Europe,"RT @AdamsonPaul: The immediate challenges for #mitsotakis and his new moderate, centre-right government https://t.co/EAAXIRXqL4 @WalshFuhri",AdamsonPaul,,,,,
325,Sat Jul 20 13:09:49 +0000 2019,0,mitsotakis,Europe,RT @esharpmag: Will the moderate voices prevail in Greek politics? https://t.co/xXuGRSLeba @WalshFuhring @JHU_BIPR #mitsotakis,esharpmag,,,,,
326,Sat Jul 20 00:32:10 +0000 2019,0,mitsotakis,Europe,RT @ESM_Press: Greek Prime Minister Kyriakos Mitsotakis met @ESM_Press Managing Director Klaus Regling in Athens today @PrimeministerGR (st,ekritik,,,,,
327,Fri Jul 19 23:45:27 +0000 2019,0,mitsotakis,Europe,RT @POLITICOEurope: Margaritis Schinas has been nominated by Greek Prime Minister Kyriakos Mitsotakis as the country's next commissioner ht,Luis_Piselli,,,,,
328,Fri Jul 19 20:20:46 +0000 2019,0,mitsotakis,Europe,"RT @TheEconomist: Kyriakos Mitsotakis comes from an old political dynasty. Unfortunately, the old Greek establishment has not led the count",DionysisFt,,,,,
329,Fri Jul 19 15:25:59 +0000 2019,0,mitsotakis,Europe,"RT @YiannisBab: Ah, the Mitsotakis curse... 

(An inside joke for Greeks, as Mitsotakis snr was considered a bit of a jinx) https://t.co/3m",LenaFolk,Mitsotakis,0.229042262,1,-0.5,Mitsotakis
330,Fri Jul 19 13:15:31 +0000 2019,0,mitsotakis,Europe,"Mitsotakis victory to shore up EU southeast flank | ""Mitsotakis, it appears, is looking to take a different tack th https://t.co/OxVniug8GN",pspengle,Mitsotakis,0.246029273,0.5,0.200000003,Mitsotakis
331,Fri Jul 19 12:00:15 +0000 2019,26,mitsotakis,Europe,"Ah, the Mitsotakis curse... 

(An inside joke for Greeks, as Mitsotakis snr was considered a bit of a jinx) https://t.co/3muczaGwjx",YiannisBab,Mitsotakis,0.291596681,1,-0.5,Mitsotakis
332,Fri Jul 19 10:49:23 +0000 2019,0,mitsotakis,Europe,@LiberalGr Don't worry. Mitsotakis is in charge now. All of you are going to get a job. Just you have to wait a bit https://t.co/k8qprw7B7S,Tony95396125,Mitsotakis,0.129813969,0,0,Mitsotakis
333,Fri Jul 19 10:45:20 +0000 2019,9,mitsotakis,Europe,This should be a wake-up call to those who breathlessly welcomed the Mitsotakis government. https://t.co/pI1IXJJELV,SimonTilford,Mitsotakis,0.170471415,0.100000001,0.100000001,Mitsotakis
334,Fri Jul 19 08:40:38 +0000 2019,0,mitsotakis,Europe,"The immediate challenges for #mitsotakis and his new moderate, centre-right government https://t.co/EAAXIRXqL4 https://t.co/zTYN6RAlmG",AdamsonPaul,,,,,
335,Fri Jul 19 08:37:18 +0000 2019,1,mitsotakis,Europe,Will the moderate voices prevail in Greek politics? https://t.co/xXuGRSLeba @WalshFuhring @JHU_BIPR #mitsotakis,esharpmag,,,,,
336,Fri Jul 19 08:30:31 +0000 2019,1,mitsotakis,Europe,"Will the moderate voices prevail in Greek politics? Kyriakos Mitsotakis, prime minister of Greece. Photo: Shutterst https://t.co/RuO7RfLESM",EUwatchers,,,,,
337,Thu Jul 18 23:27:16 +0000 2019,0,mitsotakis,Europe,"RT @EURACTIV: That the Mitsotakis government changed its mind on the #NorthMacedonia deal is to be welcomed. 

But it's time to apologise f",alex_owski,Mitsotakis,0.082025662,0.200000003,-0.200000003,Mitsotakis